         15395641 function calls (15388763 primitive calls) in 44.600 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      834    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 ipaddress.py:1558(_IPv4Constants)
       26    0.000    0.000    0.001    0.000 core.py:6618(__init__)
        1    0.000    0.000    0.001    0.001 histograms.py:3(<module>)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1459(__init__)
      455    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:716(find_spec)
      374    0.001    0.000    0.001    0.000 functools.py:73(wraps)
        1    0.000    0.000    0.001    0.001 replicate.py:1(<module>)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
      401    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
     4117    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 request.py:881(AbstractBasicAuthHandler)
       38    0.001    0.000    0.001    0.000 {method 'view' of 'torch._C._TensorBase' objects}
     2552    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
       26    0.000    0.000    0.001    0.000 core.py:6623(getdoc)
        1    0.000    0.000    0.001    0.001 distributed_c10d.py:1(<module>)
      406    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:382(_check_name_wrapper)
       19    0.001    0.000    0.001    0.000 {built-in method stack}
      157    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.001    0.001 ctypeslib.py:51(<module>)
      455    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:372(__init__)
        1    0.000    0.000    0.001    0.001 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.001    0.001 ufunclike.py:5(<module>)
        1    0.000    0.000    0.001    0.001 adaptive.py:3(<module>)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 transforms.py:1(<module>)
       52    0.000    0.000    0.001    0.000 core.py:889(__init__)
     2458    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       57    0.001    0.000    0.001    0.000 {method 't' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.001    0.001 _tensor_docs.py:1(<module>)
       15    0.000    0.000    0.001    0.000 arrayprint.py:1512(_array_str_implementation)
        1    0.000    0.000    0.001    0.001 scatter_gather.py:1(<module>)
        1    0.000    0.000    0.001    0.001 beta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
      826    0.000    0.000    0.001    0.000 sre_parse.py:242(match)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.001    0.001 error.py:12(<module>)
        3    0.000    0.000    0.001    0.000 linear.py:68(__init__)
        1    0.000    0.000    0.001    0.001 numerictypes.py:593(_register_types)
      107    0.000    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
        8    0.000    0.000    0.001    0.000 typing.py:543(__getitem__)
       15    0.000    0.000    0.000    0.000 arrayprint.py:465(wrapper)
        1    0.000    0.000    0.000    0.000 lowrank_multivariate_normal.py:1(<module>)
       96    0.000    0.000    0.000    0.000 grad_mode.py:41(__exit__)
     1768    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:324(<genexpr>)
        1    0.000    0.000    0.000    0.000 adadelta.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:647(__getitem__)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dist_autograd_init}
      224    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      149    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
      438    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:92(_path_isdir)
        1    0.000    0.000    0.000    0.000 {built-in method posix.read}
       46    0.000    0.000    0.000    0.000 module.py:137(register_parameter)
        8    0.000    0.000    0.000    0.000 _torch_docs.py:9(parse_kwargs)
      618    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
      634    0.000    0.000    0.000    0.000 sre_parse.py:165(append)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:470(__new__)
        1    0.000    0.000    0.000    0.000 gradcheck.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
       16    0.000    0.000    0.000    0.000 typing.py:404(__new__)
      136    0.000    0.000    0.000    0.000 sre_compile.py:386(_simple)
      442    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:314(__enter__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
      171    0.000    0.000    0.000    0.000 __init__.py:421(<genexpr>)
       76    0.000    0.000    0.000    0.000 typing.py:282(_type_vars)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
     1558    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      273    0.000    0.000    0.000    0.000 function_base.py:434(_add_docstring)
        1    0.000    0.000    0.000    0.000 loss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
       24    0.000    0.000    0.000    0.000 utils.py:95(__init__)
      327    0.000    0.000    0.000    0.000 _tensor_docs.py:8(add_docstr_all)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
       38    0.000    0.000    0.000    0.000 {method 'squeeze' of 'torch._C._TensorBase' objects}
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        1    0.000    0.000    0.000    0.000 chi2.py:1(<module>)
      317    0.000    0.000    0.000    0.000 overrides.py:112(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 half_normal.py:1(<module>)
        7    0.000    0.000    0.000    0.000 tokenize.py:450(open)
        1    0.000    0.000    0.000    0.000 zipfile.py:694(ZipExtFile)
      614    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
      442    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:310(__init__)
      605    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
       18    0.000    0.000    0.000    0.000 init.py:202(_calculate_fan_in_and_fan_out)
       13    0.000    0.000    0.000    0.000 init.py:277(_calculate_correct_fan)
      406    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:786(__init__)
      474    0.000    0.000    0.000    0.000 sre_parse.py:276(tell)
      443    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      442    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:225(_verbose_message)
      461    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:159(__init__)
       10    0.000    0.000    0.000    0.000 batchnorm.py:43(reset_running_stats)
       23    0.000    0.000    0.000    0.000 contextlib.py:103(contextmanager)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 constraints.py:21(<module>)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
       50    0.000    0.000    0.000    0.000 _internal.py:819(_ufunc_doc_signature_formatter)
      571    0.000    0.000    0.000    0.000 typing.py:867(_gorg)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
   121/76    0.000    0.000    0.000    0.000 typing.py:276(_get_type_vars)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
       23    0.000    0.000    0.000    0.000 sre_compile.py:374(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 ftemp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        1    0.000    0.000    0.000    0.000 frontend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        4    0.000    0.000    0.000    0.000 re.py:195(split)
        1    0.000    0.000    0.000    0.000 pathlib.py:366(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1670(_get_methods)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
      107    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 comm.py:1(<module>)
      925    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 inspect.py:279(getmembers)
        1    0.000    0.000    0.000    0.000 __init__.py:680(ignore_lib_warnings)
     1410    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      171    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
      755    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 message.py:106(Message)
       38    0.000    0.000    0.000    0.000 module.py:204(compute_should_use_set_data)
       10    0.000    0.000    0.000    0.000 function.py:90(__init__)
       30    0.000    0.000    0.000    0.000 module.py:99(register_buffer)
        1    0.000    0.000    0.000    0.000 typing.py:1677(IO)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
        9    0.000    0.000    0.000    0.000 datetime.py:338(__new__)
       62    0.000    0.000    0.000    0.000 sre_parse.py:217(__init__)
        4    0.000    0.000    0.000    0.000 ssl.py:115(_import_symbols)
      564    0.000    0.000    0.000    0.000 {built-in method torch._C._add_docstr}
        6    0.000    0.000    0.000    0.000 numeric.py:2400(extend_all)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
     1298    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       96    0.000    0.000    0.000    0.000 sre_parse.py:362(_escape)
      491    0.000    0.000    0.000    0.000 sre_parse.py:153(__len__)
      190    0.000    0.000    0.000    0.000 __init__.py:31(__get__)
      331    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       19    0.000    0.000    0.000    0.000 {method 'float' of 'torch._C._TensorBase' objects}
       71    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._autograd_init}
      100    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      190    0.000    0.000    0.000    0.000 batchnorm.py:241(_check_input_dim)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
      367    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      325    0.000    0.000    0.000    0.000 sre_parse.py:105(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       96    0.000    0.000    0.000    0.000 grad_mode.py:37(__enter__)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        9    0.000    0.000    0.000    0.000 pathlib.py:368(_wrap_strfunc)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
      330    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       10    0.000    0.000    0.000    0.000 {built-in method zeros}
        3    0.000    0.000    0.000    0.000 activation.py:241(__init__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 observer.py:616(RecordingObserver)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
        6    0.000    0.000    0.000    0.000 __init__.py:1439(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:27(inner)
        3    0.000    0.000    0.000    0.000 activation.py:194(__init__)
       96    0.000    0.000    0.000    0.000 grad_mode.py:137(__init__)
      192    0.000    0.000    0.000    0.000 enum.py:16(_is_dunder)
      820    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:34(_relax_case)
       19    0.000    0.000    0.000    0.000 tensor.py:397(__iter__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._rpc_init}
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:436(spec_from_loader)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        4    0.000    0.000    0.000    0.000 activation.py:89(__init__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:406(_find_new_)
       30    0.000    0.000    0.000    0.000 {method 'zero_' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
       19    0.000    0.000    0.000    0.000 {method 'unsqueeze' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        3    0.000    0.000    0.000    0.000 linear.py:79(reset_parameters)
        1    0.000    0.000    0.000    0.000 geometric.py:10(Geometric)
      459    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:190(cb)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collate.py:6(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _six.py:62(with_metaclass)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
      121    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       23    0.000    0.000    0.000    0.000 sre_compile.py:376(<listcomp>)
      414    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       38    0.000    0.000    0.000    0.000 {built-in method _has_compatible_shallow_copy_type}
       38    0.000    0.000    0.000    0.000 parameter.py:23(__new__)
       10    0.000    0.000    0.000    0.000 init.py:123(ones_)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
